symbol,code
URBANCO,544515
AIRFLOA,544516
BUILDPRO,544517
LTELEVATOR,544518
EUROPRATIK,544519
SAMPAT,544520
VMSTMT,544521
ABCOTS,544522
IVALUE,544523
JDCABLES,544524
GKENERGY,544525
SAATVIKGL,544526
ATLANTAELE,544527
GANESHCP,544528
APPL,544529
ARSSBL,544530
TRUECOLORS,544531
SOLARWORLD,544532
STYL,544533
JARO,544534
BHARATROHAN,544535
WEALTH,544536
JAINREC,544537
PRARUH,544538
EPACKPEB,544540
SYSTEMATIC,544541
JUSTO,544542
BMWVENTLTD,544543
TELGE,544544
TRUALT,544545
CHTR,544546
JKIPL,544547
GPAPL,544548
EARKART,544549
PACEDIGITK,544550
KVSCASTING,544554
AMEENJI,544555
GLOTTIS,544557
FABTECH,544558
OML,544559
SODHACAP,544560
CHIRAHARIT,544561
ADVANCE,544562
ZELIO,544563
OMFREIGHT,544564
VALPLAST,544565
INFINITY,544567
ZAPPFRESH,544568
TMCV,544569
WEWORK,544570
SKFINDUS,544572
ELIQUID,544573
TATACAP,544574
MITTALSTL,544575
LGEINDIA,544576
WORTHPERI,544577
RUBICON,544578
ANANTAM,544579
CRAMC,544580
FLEXIADD,544581
SHLOKKA,544582
CANHLIFE,544583
SKM,544584
SIHORA,544585
NIFTYCASE,544586
MIDWESTLTD,544587
ORKLAINDIA,544595
SAFECURE,544596
PIRAMALFIN,544597
ACCURACY,544598
STUDDS,544599
LENSKART,544600
CHOICEGOLD,544601
AGL,544602
GROWW,544603
ENERGY,544604
SMALL250,544605
PINELABS,544606
SHTL,544607
EMMVEE,544608
PWL,544609
WORKMATES,544610
MAHALIFE,544611
TENNIND,544612
UTLSOLAR,544613
CAPILLARY,544614
KSR,544615
GALLARD,544616
EXCELSOFT,544617
SUDEEPPHRM,544619
KWIL,544622
MNFL,544623
KKSILK,544624
LOGICIEL,544625
EXATO,544626
PURPLEWAVE,544627
ASTRONMULT,544628
RAVEL,544629
CNL,544631
MEESHO,544632
VIDYAWIRES,544633
AEQUS,544634
METHODHUB,544637
GOLDBND,544638
SILVERBND,544639
KVTOYS,544641
WAKEFIT,544642
PRODOCS,544643
CORONA,544644
PARKHOSPS,544645
SHIPWAVES,544646
NEPHROPLUS,544647
SMALLADD,544654
MIDCAPADD,544655
HRS,544656
PAJSON,544657
ICICIAMC,544658
STANBIK,544659
TOP20,544660
DIVIDEND,544661
SIMANDHAR,544662
NEPLOG,544663
KSHINTL,544664
GLOBALLOG,544665
GKSL,544666
DACHEPALLI,544667
NANTA,544668
ADMACH,544669
BAIKAKAJI,544670
ATIL,544671
MDRC,544673
GTIL,544675
YAJUR,544676
DEFRAIL,544677
BHARATCOAL,544678
AMAGI,544679
INDOSMC,544681
GRERENEW,544682
DIGILOGIC,544684
SHADOWFAX,544685
HANNAH,544687
KANISHK,544693
MSAFE,544695
AYE,544699
FRACTAL,544700
HEALTHCARE,544701
DCMSIL,544702
DSFCL,544703
INFRA,544704
DEFENCE,544705
YASHHTEJ,544708
GAUDIUMIVF,544709
ACCORDTS,544710
KIAASA,544711
SRTL,544716
CLEANMAX,544717
PNGSREVA,544718
OMNI,544720
GROWWHOSPI,544721
SBIMIDMOM,544722
SEDEMAC,544723
ELFIN,544724
BANK10ADD,544725
KOTYARK,544726
RSL,544731
INNOVISION,544732
GSPCROP,544733
RIIT,544734
NOVUS,544735
VALUE,544737
SPML,544738
CMPDI,544739
TIPCO,544740
HIGHNESS,544741
SAIPARENT,544742
AEROPLANE,544743
POWERICA,544744
SBINMID150,544745
SCDL,544746
EMIAC,544747
ONEPOINT,544748
OMPOWER,544750
MTL,544751
CITIUSINVT,544753
KISSHT,544754
RECODE,544755
UNITEDPOLY,544756
BSHSL,544757
BAGMANE,544758
GLPL,544759
FMCGADD,544760
SBIVALETF,544762
SBISMLETF,544763
MWL,544764
VPAL,544765
MSCI360,544766
AFLTD,544767
MANIVENI,544768
HARIKANTA,544769
YAASHVI,544770
RFIL,544771
AUREATE,544772
MRTX,544773
SMR,544774
CMRGREEN,544777
VAHH,544778
UHMVL,544779
VAML,544780
VEDPOWER,544781
VOGL,544782
E2E,544783
VISL,544784
HEXAGON,544785
SELECTRIC,544786
SUSAN,544793
HORIZON,544794
SMALLIETF,544795
LIOTECH,544796
LESL,544797
DIKSHA,544798
TURTLEMINT,544799
ANUBHAV,544800
CORDELIA,544802
RAMBHAJO,544803
CSM,544806
CRAZY,544807
AASTHA,544808
ADON,544809
SILL,544810
KRATIKAL,544811
ATHARVA,544812
SEEMAX,544813
KNACK,544814
KUSUMGAR,544821
LASERPOWER,544822
DEVSON,544823
ALPINETEX,544825
MILLWORKS,544826
BANK10BETF,544827
SBIFUNDS,544829
MOMMIDCAP,544830
MEEIND,544831
SOTEFIN,544832
CMLL,544833
GULFLLOYDS,544834
MALA,544835
INDOMIM,544837
XTRANET,544838
LCL,544839
SSPRL,544840
HYBRIDETF,544841
HDFCNIMEG,544842
ADVANCETL,544843
PPEL,544844
INSUREIETF,544845
ELMDIV,544846
MANIPALHOS,544847
HRHYGIENE,544848
EBANK10,544849
MVELECTRO,544851
ONEINDIG,544852
JNPR,544853
DHAVAL,544854
PRIMAINNO,544855
KLASSROOM,544856
AEGEUS,544858
GVELECTRIC,544859
ARDEE,544860
SWARAJ,544861
SOLEX,544862
LAPL,544863
TECHNOCRAF,544864
LEAPIND,544865
MOLBIO,544866
DHOOTTRANS,544867
MILKYMIST,544868
SHAMFOAM,544869
BLEL,544870
SHIPROCKET,544871
QTFOODS,544872
NIFTYJBLK,544873
LARGEMID50,544874
ENS,544876
TECHNOCRAT,544877
IVZSENSEX,544878
LALITHAA,544879
HORIZONIND,544880
SUNSHINE,544881
SHANKESH,544882
MOPSHOP,544883
DHANWEL,544884
GAJA,544885
TEMPSENS,544886
NIF500BETA,544887
AUGMONT,544888
SYMBIOTEC,544889
SKYWAYS,544890
HTEL,544891
ENERGYAXIS,544892
ANNU,544893
LUMINO,544894
KWICK,544895
PALUCK,544897
ESDS,544898
PRIORITY,544899
CSML,544900
PERNIASPOP,544901
PHYCHEM,544902
DEEPA,544903
FLYHI,544904
MOMSBELIEF,544906
DOLLEX,544908
PRANAV,544909
APANA,544910
KANOHAR,544911
PRASOLCHEM,544912
GLASSWALL,544913
STEAMHOUSE,544914
RENTOMOJO,544915
MPIMANIPAL,544916
KARAMTARA,544917
LCCPROJECT,544918
INFRAX,544919
AMTECH,544920
ARCIL,544921
OMG,544922
VEEGALAND,544923
RAKSAN,544924
SPEEDEX,544925
PANCHATV,544926
SECLEDBETA,544927
SENSEXIETF,555555
FELDVR,570002
JISLDVREQS,570004
GATECHDVR,570005
KARURVYSYA,590003
VEEDOL,590005
AMRUTANJAN,590006
XPROINDIA,590013
HISARMETAL,590018
BHARATRAS,590021
EASTSILK,590022
FACT,590024
GINNIFILA,590025
SPIC,590030
DENORA,590031
KAVDEFENCE,590041
SAKSOFT,590051
SALONA,590056
EQUIPPP,590057
ANDHRSUGAR,590062
IMPAL,590065
KCP,590066
KHAITANLTD,590068
RADAAN,590070
SUNDARMFIN,590071
WHEELS,590073
LAMBODHARA,590075
MAITHANALL,590078
ORISSAMINE,590086
GOLDBEES,590095
LIQUIDBEES,590096
GOLD1,590097
SETFGOLD,590098
QGOLDHALF,590099
GOLDBETA,590101
NIFTYBEES,590103
JUNIORBEES,590104
BANKBEES,590106
PSUBANK,590107
PSUBNKBEES,590108
SHARIABEES,590109
QNIFTY,590110
HNGSNGBEES,590113
MOM50,590115
MADRASFERT,590134
BANKNIFTY1,590136
SETFNIFBK,590137
SETFNIF50,590138
LIQUID1,590139
TATAGOLD,590140
ITBEES,590141
PHARMABEES,590142
LTGILTBEES,590143
MID150BEES,590144
SILVERBEES,590145
MOGOLD,590146
MOSILVER,590147
MOSMALL250,590148
MOCAPITAL,590149
MOREALTY,590150
MOMENTUM50,590151
MODEFENCE,590152
MONIFTY500,590153
ALPHA,590154
GROWWSLVR,590155
GROWWGOLD,590156
GROWWDEFNC,590157
GROWWRAIL,590158
GROWWLIQID,590159
NETF,590160
TATSILV,590161
QDLCCPS,710058
MANOJ-RE,751132
SALEM-RE,751141
INDRA-RE,751142
92GS2030,800177
SGBOCT26,800288
SGBDEC26,800290
SGBJUN27,800295
SGBAUG27,800297
726GS2029,800310
SGBDC27VII,800312
SGBFEB28IX,800314
SGBAPR28I,800318
SGBJUN28,800322
SGBJUL28IV,800324
SGBAUG28V,800325
SGBSEP28VI,800327
SGBOC28VII,800328
SGBJAN29IX,800331
SGBJAN29X,800332
SGBFEB29XI,800333
676GS2061,800334
SGBMR29XII,800339
SGBMAY29I,800340
SGBJUN29II,800341
SGBAUG29V,800385
SGBSEP29VI,800386
GS15JUN29C,800428
SGBNV29VII,800434
SGBD29VIII,800437
SGBJAN30IX,800438
SGBMAR30X,800439
754GS2036,800441
736GS2052,800452
SGBAUG30,800488
74GS2062,800489
GS19SEP2058,800517
SGBDE30III,800573
741GS2036,800574
SGBMAR31IV,800575
SGBJUN31I,800580
725GS2063,800588
SGBSEP31II,800596
718GS2037,800598
718GS2033,800599
SGBDE31III,800603
SGBFEB32IV,800605
734GS2064,800607
709GOI54,800618
709GOI74,800807
690GOI65,800808
724GOI55,800809
743GOI2076,800815
771GOI2066,800816
182T140127,805242
91TB051126,805250
91TB271126,805259
76GJ32,810911
759TNSDL41,811144
790MPSDL56,811149
APLABPP,890217
SURAJINDPP,890226
ATLPP,890228
VERTEXPP,890234
GSAILPP,890238
753IRFC30,935574
750IRFC35,935576
764HUDCO31,935642
769NHAI31,935666
769HUDCO31,935674
888ECL28,936130
925ECL28,936132
975JMFCS28,936224
981JMFCS28,936386
93MMFSL27,936412
95MMFSL29,936416
898LTF29,936532
MHLZC26,936656
104ECL29A,936724
MFLZC26A,936744
865TCAPS27,936810
104ECL29,936977
865LTF26,937017
MVAF27,937169
953EFSL31,937345
7PFCL31,937373
683PFCL31,937377
697PFCL36,937381
715PFCL36,937385
10IIFL28A,937453
MFLVI31F,937469
82IGT31,937537
797IGT31,937541
9PFL31A,937581
10IIFL28,937619
96IIFL28,937621
93EFSL31,937637
820JMFPL26,937707
791JMFPL26,937709
842IIFL26,937721
915EFSL26A,937799
955EFSL26B,937801
EFSL26A,937803
97EFSL31A,937807
MFLZC27A,937895
915NIDO27,937999
955NIDO27,938001
NIDO27,938003
970NIDO32,938007
916NWIL27,938105
935EFSL27,938212
965EFSL32,938218
10CAGL27,938278
MFLZC27,938294
115CCIL28,938330
95KFL27,938348
967EFSL28D,938364
1030SFIL28,938414
1015SCL28A,938486
890SFIL23A,938512
967EFSL28,938524
10EFSL33,938530
MFL26Z,938576
1025SFL28,938604
967EFS28,938658
10EFS33,938664
970CAGL28,938742
888SCL25E,938850
10KFL27,938862
920EFSL26A,938898
EFSLZC26C,938902
967EFSL28A,938904
1015SCL28,938986
1030IFSL26,939010
1003ISFL28,939054
1050MML28,939090
960EFSL27,939192
967EFSL29,939196
1150IML29,939264
1025SFL29,939276
958NIDO27,939297
1026NIDO34,939309
948SCL27,939355
10KFL28A,939427
958NHFL27,939583
1026NHFL34,939595
957EFSL27,939617
1004EFSL29,939623
EFSL26724A,939627
1049EFSL34,939631
10KFL27A,939649
104SMCGS29,939657
1025KFL29,939659
1125MML27,939711
965AEL27,939727
956AEL29,939731
99AEL29,939733
965MFCL30,939743
1010MFCL30,939751
990SCL27B,939775
1030ICFL27,939807
1025UCL26A,939835
EFSL241024,939841
11EFSL34B,939859
945MFCL29A,939867
IML8112024,939901
10KFL27C,939963
950EFSL27,940097
957EFSL28,940101
1004EFSL30,940107
1025KFL30,940273
930IIFL27,940293
975IIFL28,940299
1015UCL27,940311
SMCGS24425,940323
1003SMCG30,940325
1049EFS35F,940347
10MML28A,940357
1050MML30,940361
12CCIL30D,940415
CCIL20625G,940421
10NHFL28B,940429
1025NHFL35,940439
MFCL16725,940459
885AEL28,940471
915AEL28,940473
930AEL30,940479
935EFSL28,940501
1025EFSL30,940511
1003EFSL35,940517
1050EFSL35,940519
1150IFL28,940605
IFL200825A,940611
IFL200828C,940619
SFL290825E,940631
925MML27,940637
105MML30,940643
935NHFL28,940649
975NHFL28,940651
NHFL100925,940653
980NHFL30,940655
1050NHFL35,940663
9EFSL27A,940665
912EFSL28,940669
958EFSL30,940675
10EFSL30,940677
980EFSL35,940681
1025EFSL35,940683
8SMC29,940685
8SMC30,940687
89CGCL28,940693
1025IML28,940709
1125IML30,940713
IML301025D,940715
SGSL301025,940719
98SGSL30,940725
1025SGSL30,940727
1150ICLF28,940763
ICL021225,940777
EFS121225,940787
944EFSL30,940789
KAF161225A,940817
95MML27,940821
125PCL28,940837
13PCL30A,940841
860AEL28,940843
862AEL31,940853
890AEL31,940855
91MFL32,940872
MFL120226,940874
9KFL2029,940886
KFL20226C,940896
10ICLFL27,940898
1150ICLF31,940904
ICLFL23226,940906
9IIFL31,940943
IIFL060326,940945
13PCL31,940955
CCIL180326,940967
CCIL18326A,940969
837MFL28A,940991
852MFL29A,940993
MFL250326C,941013
10ICLFL027,941015
115ICLFL31,941021
880CGCL29,941037
915CGCL29,941039
879MFL31,941051
885MFL28A,941055
1050MML27,941087
MML120626,941089
MML120626A,941093
EFSL160626B,941115
1275PCL31,941125
851MFL2028,941127
885MFL2028,941135
9MFL2029,941137
MFL070726,941143
1025CCIL28,941151
12CCIL31C,941157
CCIL190826,941159
CCIL19826B,941163
915PDL28,941167
10PDL31,941173
1047PDL31,941175
10IML29,941185
11IML31,941189
115IML32,941193
10ICLFL27A,941195
115ICLF31,941201
ICLFL25826,941203
10KFL030,941223
95KAFL27,941231
KAFL30926,941233
1015UPPC28,957810
JFCZC28,958025
830NHAI27,961728
830PFCL27,961730
82HUDCO27,961734
736PFCL28,961751
734IRFC28,961756
846REC28,961776
892PFCL33,961804
901HUDCO34,961816
891IIFCL34,961822
880IREDA29,961839
880IREDA34,961841
900KPL29,961851
888REC29,961875
753NTPC30E,961908
QDLDW,961921
875IFCI26A,972706
916IFCI27,972715
872IFCI27,972721
675PFL31,973491
EELZC27,974634
1005MFL29,975010
1125ESFB29,975057
1420SML29,975229
840HDBFS33,975263
10MCSL26,975282
1385SML29,975375
EEL280324A,975572
1180NFL27,975808
1045MFL32,976036
949KIIFB33,976089
99MCSL26,976146
990IKFFL27,976173
0MSFL026,976248
942KIIFB33,976292
108EAAAL27,976307
1075NFL27,976325
1130KFL27,976346
1115MHFC30,976376
12ACAPL28,976411
975OFS27,976421
1060NFL27,976437
1090ESP26A,976448
113KFL27,976483
1130KFL27A,976653
1125MFL27,976685
1040MFL33,976712
1075MML027,976727
1025NBSP26,976778
975MML27A,976788
1075NFL28,976808
965VCL27,976832
10NFL27,976855
125ACAP28,976868
10VCL28,976893
11DKGFS27,976924
EFCL30725,976967
EFCL300725,976968
1030NFL27,977017
10KFL2027A,977038
111KFL27,977044
925VCL28,977090
1140KFLD28,977107
1165UCL31,977117
1045KSL27,977123
1026MFL31,977128
885VFL29A,977134
1075MML27A,977172
11MBF28,977173
1435ACAP26,977176
1350LLD29,977226
975UCL27,977228
1140KRFL27,977241
930MML28,977249
975MMLD28,977250
13ACAPL28,977260
98MML27A,977280
99MML27,977288
12ACAPL28A,977298
12ACAPL27B,977309
1075MML27B,977325
1050KSL27,977331
1155KFL27,977333
1025NBS27A,977356
12ACAP27,977367
999UCL29,977382
1250ACAP27,977383
1050SRFC28,977396
115SSFL28,977403
11MGFLD27,977411
1135NFL27,977417
0MCIBPL27A,977424
1050ESPL28,977431
11DKGFSF28,977445
1075NFL28A,977477
11IML29,977486
0EFCL29,977495
1160KFL28,977502
1135AFSL28,977508
0MSAFL28,977532
1250ACAPL29,977534
12KFL28,977541
845AAHL29,977544
10MGFL27,977546
104MFL33,977564
13UCIL27,977576
105ESPL28,977596
1250TCL30,977633
925PDL28,977643
930MMCL28,977648
965MMCL28,977649
1025SFL28A,977662
14RFL2027,977676
105ESPL28A,977680
12SCCNL31,977694
11CWCPL28,977696
1250BCSL29,977700
11UFL28,977710
10KFL29A,977712
1050IML29,977725
1030NFL28,977730
12KFL27,977732
13UCIL28,977740
1125SSFL28,977753
1280ACAP28,977773
12ACAP27A,977774
930MML2028,977801
13UCIL2028,977806
1120MFIL29,977818
910AML2028,977842
12KFL2028,977846
1205ACAP29,977852
1030NFL028,977868
1075NFL29,977869
1133FFS28,977877
13RFL28,977894
103EEL29,977902
1025MHFC29,977903
0MCIBPL280M,977913
12BCSL27,977932
1440MFSP27,977935
10MGFL27A,977984
12UCIL28,978007
13RFL29,978019
11FCPL29,978024
1050SISL28,978025
12ICLFL29,978035
93MML29,978039
1035SFL28,978051
11RCL29,978055
135RFL27,978068
1175UCIL27,978075
137MFSPL27,978087
13RFL2029,978094
1050LIF29A,978115
